IId sex Anho Population d_fibra p_vellongras peso_vivo
merino23257 F 2024 Azangaro 16.5 0.86 0
merino23258 M 2024 Azangaro 15.7 2.06 0
merino23259 F 2024 Azangaro 0 3.16 46.1
merino23260 M 2024 Azangaro 0 0 44.9
merino23261 F 2024 Azangaro 17 1.36 45.9
merino23262 M 2024 Azangaro 15.1 0 43.7
merino23263 F 2024 Azangaro 15.9 0.76 0
merino23264 M 2024 Azangaro 16 0 43.6
merino23265 F 2024 Azangaro 13.8 0 42.2
merino23266 M 2024 Azangaro 14.5 3.06 43.8
merino23267 F 2024 Azangaro 15.3 0 43.9
merino23268 M 2024 Azangaro 0 1.36 45.2
merino23269 F 2024 Azangaro 0 4.06 45.5
merino23270 M 2024 Azangaro 17.4 0 46.3
merino23271 F 2024 Azangaro 14.5 0 44.7
merino23272 M 2024 Azangaro 0 0.56 43.9
merino23273 F 2024 Azangaro 14.7 0.06 0
merino23274 M 2024 Azangaro 15.5 2.46 44.4
merino23275 F 2024 Azangaro 16.5 0 43.7
merino23276 M 2024 Azangaro 15.5 0 44.9
merino23277 F 2024 Azangaro 17.3 1.76 43.4
merino23278 M 2024 Azangaro 15.1 0 0
merino23279 F 2024 Azangaro 17.2 1.16 43.4
merino23280 M 2024 Azangaro 14.6 2.16 0
merino23281 F 2024 Azangaro 15.8 0.16 43.8
merino23282 M 2024 Azangaro 15.2 1.36 45.2
merino23283 F 2024 Azangaro 17 2.46 0
merino23284 M 2024 Azangaro 15.6 0.36 0
merino23285 F 2024 Azangaro 15.9 0.56 45.4
merino23286 M 2024 Azangaro 15.6 1.96 47.1
merino23287 F 2024 Azangaro 15.5 2.46 47.4
merino23288 M 2024 Azangaro 16.9 0 0
merino23289 F 2024 Azangaro 16.4 2.06 44.1
merino23290 M 2024 Azangaro 14.1 0 46.3
merino23291 F 2024 Azangaro 16.5 2.26 46.8
merino23292 M 2024 Azangaro 0 2.16 43.4
merino23293 F 2024 Azangaro 14.7 2.56 46.4
merino23294 M 2024 Azangaro 15.3 1.06 45.7
merino23295 F 2024 Azangaro 0 3.66 45.5
merino23296 M 2024 Azangaro 0 0.06 44.8
merino23297 F 2024 Azangaro 15.4 0.16 43.7
merino23298 M 2024 Azangaro 14.1 0 43.9
merino23299 F 2024 Azangaro 0 0 45.5
merino23300 M 2024 Azangaro 16.6 2.56 0
merino23301 F 2024 Azangaro 16.4 3.86 44.4
merino23302 M 2024 Azangaro 16.3 2.16 47.1
merino23303 F 2024 Azangaro 17 1.96 44.2
merino23304 M 2024 Azangaro 0 2.76 45.4
merino23305 F 2024 Azangaro 16.5 2.26 0
merino23306 M 2024 Azangaro 14.9 4.16 44.1
merino23307 F 2024 Azangaro 0 0 46.5
merino23308 M 2024 Azangaro 15.1 0 44.8
merino23309 F 2024 Azangaro 14.7 0 44.6
merino23310 M 2024 Azangaro 17 1.46 42.7
merino23311 F 2024 Azangaro 16.1 3.26 0
merino23312 M 2024 Azangaro 0 0 47.5
merino23313 F 2024 Azangaro 15.2 0 0
merino23314 M 2024 Azangaro 14.8 0 45.9
merino23315 F 2024 Azangaro 15.3 3.76 45.2
merino23316 M 2024 Azangaro 15.3 3.96 45.5
merino23317 F 2024 Azangaro 0 1.96 44.9
merino23318 M 2024 Azangaro 16.2 0 44.6
merino23319 F 2024 Azangaro 15.9 1.06 44.8
merino23320 M 2024 Azangaro 15.1 0 43.8
merino23321 F 2024 Azangaro 16.7 0 44.3
merino23322 M 2024 Azangaro 15.8 0 44.6
merino23323 F 2024 Azangaro 15.5 0 44.6
merino23324 M 2024 Azangaro 16 1.36 44.9
merino23325 F 2024 Azangaro 17.7 1.76 44.9
merino23326 M 2024 Azangaro 15.9 0.26 44.8
merino23327 F 2024 Azangaro 15.3 1.36 45
merino23328 M 2024 Azangaro 16.8 0.46 45.3
merino23329 F 2024 Azangaro 15.1 0 46.1
merino23330 M 2024 Azangaro 15.2 0 45.1
merino23331 F 2024 Azangaro 16.8 3.06 45.4
merino23332 M 2024 Azangaro 16 0 46.2
merino23333 F 2024 Azangaro 15.4 1.66 46.6
merino23334 M 2024 Azangaro 17.3 1.26 45.6
merino23335 F 2024 Azangaro 15.5 0.76 43.9
merino23336 M 2024 Azangaro 17.1 3.46 44.7
merino23337 F 2024 Azangaro 14.8 0 45.6
merino23338 M 2024 Azangaro 15.9 7.86 46.7
merino23339 F 2024 Azangaro 15.5 2.76 47
merino23340 M 2024 Azangaro 15.7 2.86 44.5
merino23341 F 2024 Azangaro 15.7 0 43.3
merino23342 M 2024 Azangaro 16 1.66 45.7
merino23343 F 2024 Azangaro 16.3 1.96 45.3
merino23344 M 2024 Azangaro 15.7 0.76 43.2
merino23345 F 2024 Azangaro 0 1.36 0
merino23346 M 2024 Azangaro 16.2 1.36 45.3
merino23347 F 2024 Azangaro 15.6 2.36 43
merino23348 M 2024 Azangaro 0 0.86 0
merino23349 F 2024 Azangaro 0 4.16 44.9
merino23350 M 2024 Azangaro 17.5 0.16 46.4
merino23351 F 2024 Azangaro 16.1 2.06 0
merino23352 M 2024 Azangaro 14.8 0 0
merino23353 F 2024 Azangaro 0 0 45.7
merino23354 M 2024 Azangaro 16.6 1.56 46.2
merino23355 F 2024 Azangaro 16.4 2.56 46.3
merino23356 M 2024 Azangaro 15.4 0.26 47.3
merino23357 F 2024 Azangaro 16.1 1.56 0
merino23358 M 2024 Azangaro 17.9 0.46 45.8
merino23359 F 2024 Azangaro 14.7 0 45.5
merino23360 M 2024 Azangaro 17.1 0 0
merino23361 F 2024 Azangaro 15.4 2.36 45.2
merino23362 M 2024 Azangaro 14.8 0 44.6
merino23363 F 2024 Azangaro 14.6 2.36 0
merino23364 M 2024 Azangaro 0 0 44
merino23365 F 2024 Azangaro 14.6 0.16 45.1
merino23366 M 2024 Azangaro 15.2 1.16 43
merino23367 F 2024 Azangaro 16.1 1.86 0
merino23368 M 2024 Azangaro 16 0 0
merino23369 F 2024 Azangaro 15.5 0 45.8
merino23370 M 2024 Azangaro 15.3 1.16 45.2
merino23371 F 2024 Azangaro 14.4 2.66 46.2
merino23372 M 2024 Azangaro 16.4 1.86 0
merino23373 F 2024 Azangaro 15.9 0.36 0
merino23374 M 2024 Azangaro 16.2 0.66 0
merino23375 F 2024 Azangaro 15.7 1.46 45.7
merino23376 M 2024 Azangaro 16.1 0 45
merino23377 F 2024 Azangaro 15.7 1.06 44.6
merino23378 M 2024 Azangaro 16 3.06 44.1
merino23379 F 2024 Azangaro 15.5 0 45.3
merino23380 M 2024 Azangaro 14.7 0 45
merino23381 F 2024 Azangaro 16 0 44.1
merino23382 M 2024 Azangaro 14.3 0 45
merino23383 F 2024 Azangaro 15.8 0 0
merino23384 M 2024 Azangaro 15.7 2.26 0
merino23385 F 2024 Azangaro 14.4 1.06 48.2
merino23386 M 2024 Azangaro 15.1 0 0
merino23387 F 2024 Azangaro 0 0 0
merino23388 M 2024 Azangaro 14.7 1.26 0
merino23389 F 2024 Azangaro 14.1 0 44.7
merino23390 M 2024 Azangaro 16.6 4.96 43.6
merino23391 F 2024 Azangaro 15.7 0.86 44.2
merino23392 M 2024 Azangaro 17.4 0 45.2
merino23393 F 2024 Azangaro 15.9 2.66 45
merino23394 M 2024 Azangaro 15 0 45.4
merino23395 F 2024 Azangaro 15 0 44.5
merino23396 M 2024 Azangaro 15.5 0 44.9
merino23397 F 2024 Azangaro 14.7 1.86 45.1
merino23398 M 2024 Azangaro 16.3 0.56 43.1
merino23399 F 2024 Azangaro 16.2 2.56 45.6
merino23400 M 2024 Azangaro 13.9 0.46 44
merino23401 F 2024 Azangaro 15.1 0 46.7
merino23402 M 2024 Azangaro 14.8 0.66 43.3
merino23403 F 2024 Azangaro 15 0.66 0
merino23404 M 2024 Azangaro 16.2 2.26 44.7
merino23405 F 2024 Azangaro 15.5 1.26 46.3
merino23406 M 2024 Azangaro 15.7 0.36 42.9
merino23407 F 2024 Azangaro 17.2 0.46 43.3
merino23408 M 2024 Azangaro 16.2 2.26 44.6
merino23409 F 2024 Azangaro 13.9 0.86 47.3
merino23410 M 2024 Azangaro 17.9 0 0
merino23411 F 2024 Azangaro 16 0.96 45
merino23412 M 2024 Azangaro 16.1 0.76 45.9
merino23413 F 2024 Azangaro 14.1 0 0
merino23414 M 2024 Azangaro 17 3.26 42.3
merino23415 F 2024 Azangaro 15.2 0.56 44.6
merino23416 M 2024 Azangaro 15.7 2.56 0
merino23417 F 2024 Azangaro 16.5 3.06 45
merino23418 M 2024 Azangaro 0 0 42.1
merino23419 F 2024 Azangaro 16 0.96 43
merino23420 M 2024 Azangaro 15.1 0 45.4
merino23421 F 2024 Azangaro 15.9 2.66 46.4
merino23422 M 2024 Azangaro 15.5 0.06 0
merino23423 F 2024 Azangaro 17 0 44.9
merino23424 M 2024 Azangaro 16.4 4.76 45.5
merino23425 F 2024 Azangaro 15.6 1.26 45
merino23426 M 2024 Azangaro 16.3 3.96 0
merino23427 F 2024 Azangaro 0 3.46 46.5
merino23428 M 2024 Azangaro 14.8 0.36 44.3
merino23429 F 2024 Azangaro 17.1 1.36 45.3
merino23430 M 2024 Azangaro 0 0 46
merino23431 F 2024 Azangaro 15.4 0 44.9
merino23432 M 2024 Azangaro 17.1 0 44.4
merino23433 F 2024 Azangaro 17.9 0 44.6
merino23434 M 2024 Azangaro 16.4 0 45
merino23435 F 2024 Azangaro 16.2 0 45.8
merino23436 M 2024 Azangaro 15.4 2.56 0
merino23437 F 2024 Azangaro 14.9 0 45.8
merino23438 M 2024 Azangaro 15.1 1.36 44.5
merino23439 F 2024 Azangaro 15.8 0 45.6
merino23440 M 2024 Azangaro 16.2 0.46 46.8
merino23441 F 2024 Azangaro 15.4 0 45.1
merino23442 M 2024 Azangaro 15.9 2.66 0
merino23443 F 2024 Azangaro 15.4 0.06 43.9
merino23444 M 2024 Azangaro 16.4 3.26 45.3
merino23445 F 2024 Azangaro 15.4 2.16 0
merino23446 M 2024 Azangaro 14.5 2.06 45.9
merino23447 F 2024 Azangaro 15.8 0 47.1
merino23448 M 2024 Azangaro 15.6 0 45
merino23449 F 2024 Azangaro 16.7 1.76 43.4
merino23450 M 2024 Azangaro 15.5 0 46.6
merino23451 F 2024 Azangaro 15.6 3.06 46.1
merino23452 M 2024 Azangaro 14.6 1.26 45.5
merino23453 F 2024 Azangaro 16.1 1.86 46.4
merino23454 M 2024 Azangaro 15 0 43.7
merino23455 F 2024 Azangaro 15.4 1.26 0
merino23456 M 2024 Azangaro 15.7 0 0
merino23457 F 2024 Azangaro 16.1 0 42
merino23458 M 2024 Azangaro 15.4 0.66 0
merino23459 F 2024 Azangaro 14.2 0 45.4
merino23460 M 2024 Azangaro 16.4 0.56 45.2
merino23461 F 2024 Azangaro 15.7 4.86 45.7
merino23462 M 2024 Azangaro 15.4 0 45.7
merino23463 F 2024 Azangaro 15.5 0 43.1
merino23464 M 2024 Azangaro 17 2.06 43
merino23465 F 2024 Azangaro 15.3 2.66 45.2
merino23466 M 2024 Azangaro 0 0 45
merino23467 F 2024 Azangaro 0 0.66 0
merino23468 M 2024 Azangaro 15.5 3.56 46.3
merino23469 F 2024 Azangaro 15.4 0 0
merino23470 M 2024 Azangaro 15.8 0.06 0
merino23471 F 2024 Azangaro 16.5 0 0
merino23472 M 2024 Azangaro 15.5 5.36 46.9
merino23473 F 2024 Azangaro 14.3 2.96 0
merino23474 M 2024 Azangaro 14.4 1.36 43
merino23475 F 2024 Azangaro 13.8 2.36 44.8
merino23476 M 2024 Azangaro 16.5 0 0
merino23477 F 2024 Azangaro 14.1 0.56 43.7
merino23478 M 2024 Azangaro 15.1 0 42.9
merino23479 F 2024 Azangaro 15.4 1.36 45.2
merino23480 M 2024 Azangaro 15.8 0 44.2
merino23481 F 2024 Azangaro 15.1 0.26 44.5
merino23482 M 2024 Azangaro 16.9 1.36 45
merino23483 F 2024 Azangaro 17.8 0 45.4
merino23484 M 2024 Azangaro 14.4 2.16 45.7
merino23485 F 2024 Azangaro 14.9 0 0
merino23486 M 2024 Azangaro 15.5 0.16 45.4
merino23487 F 2024 Azangaro 15 1.76 43.3
merino23488 M 2024 Azangaro 15.3 1.36 46.4
merino23489 F 2024 Azangaro 15.7 1.26 45.8
merino23490 M 2024 Azangaro 14.2 0 45.6
merino23491 F 2024 Azangaro 14.8 0 43.7
merino23492 M 2024 Azangaro 14.7 0.66 44.6
merino23493 F 2024 Azangaro 17.5 0.76 45.1
merino23494 M 2024 Azangaro 15.1 3.06 45.8
merino23495 F 2024 Azangaro 14.6 2.46 44.6
merino23496 M 2024 Azangaro 14.4 0.66 44.1
merino23497 F 2024 Azangaro 16 0 45.9
merino23498 M 2024 Azangaro 15.7 0 43.4
merino23499 F 2024 Azangaro 14.5 0.86 43.9
merino23500 M 2024 Azangaro 15 1.26 0
merino23501 F 2024 Azangaro 13.9 0.26 0
merino23502 M 2024 Azangaro 16.3 0 45.8
merino23503 F 2024 Azangaro 15 2.06 45.4
merino23504 M 2024 Azangaro 15.3 2.26 44.5
merino23505 F 2024 Azangaro 15.5 0 44.5
merino23506 M 2024 Azangaro 15.7 0 43.8
merino23507 F 2024 Azangaro 14.4 3.06 46
merino23508 M 2024 Azangaro 16.1 0.36 45.1
merino23509 F 2024 Azangaro 15.4 4.16 46.8
merino23510 M 2024 Azangaro 17.5 0.06 0
merino23511 F 2024 Azangaro 16.3 0.26 45.6
merino23512 M 2024 Azangaro 15.1 0 45
merino23513 F 2024 Azangaro 15.7 0 0
merino23514 M 2024 Azangaro 14.8 0.46 43.6
merino23515 F 2024 Azangaro 15.7 0 0
merino23516 M 2024 Azangaro 14 1.26 43.8
merino23517 F 2024 Azangaro 16 0.66 44.8
merino23518 M 2024 Azangaro 16.7 0 44.6
merino23519 F 2024 Azangaro 14.8 1.06 0
merino23520 M 2024 Azangaro 15.5 0.16 45.5
merino23521 F 2024 Azangaro 0 0 45.1
merino23522 M 2024 Azangaro 15.8 0 44.5
merino23523 F 2024 Azangaro 17.4 1.06 0
merino23524 M 2024 Azangaro 15.5 1.86 46.6
merino23525 F 2024 Azangaro 14.7 0.76 45.2
merino23526 M 2024 Azangaro 16.7 0 45.4
merino23527 F 2024 Azangaro 16.1 1.06 0
merino23528 M 2024 Azangaro 14.4 0 44.6
merino23529 F 2024 Azangaro 0 1.26 46.2
merino23530 M 2024 Azangaro 15 3.66 43.4
merino23531 F 2024 Azangaro 0 0 44
merino23532 M 2024 Azangaro 15.5 2.06 43.6
merino23533 F 2024 Azangaro 15.8 2.56 44.1
merino23534 M 2024 Azangaro 14.8 1.66 46.4
merino23535 F 2024 Azangaro 15.8 2.26 0
merino23536 M 2024 Azangaro 14.9 0 0
merino23537 F 2024 Azangaro 14.6 0.46 43.8
merino23538 M 2024 Azangaro 14.9 0.66 0
merino23539 F 2024 Azangaro 0 0 43.9
merino23540 M 2024 Azangaro 16.2 0 45.4
merino23541 F 2024 Azangaro 0 0 0
merino23542 M 2024 Azangaro 15.3 1.06 44.8
merino23543 F 2024 Azangaro 14.9 0.46 46.3
merino23544 M 2024 Azangaro 16.1 2.36 44.5
merino23545 F 2024 Azangaro 16.6 0.56 46.3
merino23546 M 2024 Azangaro 0 0 46
merino23547 F 2024 Azangaro 15.2 0 44
merino23548 M 2024 Azangaro 15.9 0 0
merino23549 F 2024 Azangaro 17.6 0 44.9
merino23550 M 2024 Azangaro 15.1 0 0
merino23551 F 2024 Azangaro 14.8 0 44.8
merino23552 M 2024 Azangaro 0 0.66 44.6
merino23553 F 2024 Azangaro 14.3 0 44
merino23554 M 2024 Azangaro 16.5 1.06 45.9
merino23555 F 2024 Azangaro 0 0.16 45.7
merino23556 M 2024 Azangaro 16.1 0 44.6
merino23557 F 2024 Azangaro 15.8 0.06 0
merino23558 M 2024 Azangaro 14.7 0 0
merino23559 F 2024 Azangaro 15.9 2.36 0
merino23560 M 2024 Azangaro 16.1 3.26 46.1
merino23561 F 2024 Azangaro 0 0 45.4
merino23562 M 2024 Azangaro 16.5 1.06 45.4
merino23563 F 2024 Azangaro 17.1 2.66 0
merino23564 M 2024 Azangaro 16 2.66 45.3
merino23565 F 2024 Azangaro 17 2.56 47
merino23566 M 2024 Azangaro 15.5 0 0
merino23567 F 2024 Azangaro 16.6 1.16 46
merino23568 M 2024 Azangaro 15.8 0 46.4
merino23569 F 2024 Azangaro 16 0.36 43.9
merino23570 M 2024 Azangaro 17.4 0.16 45.7
merino23571 F 2024 Azangaro 14.7 0 47
merino23572 M 2024 Azangaro 15.8 1.86 0
merino23573 F 2024 Azangaro 16.3 0.56 0
merino23574 M 2024 Azangaro 16.6 0 44.4
merino23575 F 2024 Azangaro 16.1 1.46 46
merino23576 M 2024 Azangaro 15.5 2.96 44.5
merino23577 F 2024 Azangaro 14.5 0.66 45.2
merino23578 M 2024 Azangaro 16.2 2.36 0
merino23579 F 2024 Azangaro 15.6 3.16 44.9
merino23580 M 2024 Azangaro 14.8 0.46 46.1
merino23581 F 2024 Azangaro 15.5 2.06 45.1
merino23582 M 2024 Azangaro 15.1 0.16 0
merino23583 F 2024 Azangaro 15.7 2.86 46.3
merino23584 M 2024 Azangaro 14.2 0.16 45.2
merino23585 F 2024 Azangaro 14.3 2.76 47.3
merino23586 M 2024 Azangaro 16 0 45.9
merino23587 F 2024 Azangaro 15.7 0 42.5
merino23588 M 2024 Azangaro 14.1 0 45.1
merino23589 F 2024 Azangaro 17.1 0 45.3
merino23590 M 2024 Azangaro 0 4.06 44.6
merino23591 F 2024 Azangaro 15.1 0 44.5
merino23592 M 2024 Azangaro 16.9 0 44.2
merino23593 F 2024 Azangaro 15.4 0 45.3
merino23594 M 2024 Azangaro 16.5 1.06 44
merino23595 F 2024 Azangaro 0 2.86 45.2
merino23596 M 2024 Azangaro 16.6 2.66 45.5
merino23597 F 2024 Azangaro 14.9 2.76 46.1
merino23598 M 2024 Azangaro 15.8 0.76 0
merino23599 F 2024 Azangaro 16.2 3.86 47.4
merino23600 M 2024 Azangaro 16.1 0 44.2
merino23601 F 2024 Azangaro 14.7 0 0
merino23602 M 2024 Azangaro 15.5 0.06 41.9
merino23603 F 2024 Azangaro 15.4 0 43.9
merino23604 M 2024 Azangaro 15.3 0.96 43.7
merino23605 F 2024 Azangaro 15.3 1.86 45.1
merino23606 M 2024 Azangaro 14.9 2.66 44.2
merino23607 F 2024 Azangaro 18.2 0.26 0
merino23608 M 2024 Azangaro 16.4 0 47
merino23609 F 2024 Azangaro 16.2 0 45.2
merino23610 M 2024 Azangaro 17.4 2.26 45.6
merino23611 F 2024 Azangaro 16.3 2.96 0
merino23612 M 2024 Azangaro 15.7 0.66 45
merino23613 F 2024 Azangaro 17.6 2.06 45.6
merino23614 M 2024 Azangaro 16.5 0 45.9
merino23615 F 2024 Azangaro 16.2 1.66 45.9
merino23616 M 2024 Azangaro 16.2 0 44
merino23617 F 2024 Azangaro 15.2 2.86 45
merino23618 M 2024 Azangaro 15.3 1.76 46.1
merino23619 F 2024 Azangaro 17.3 2.46 47.7
merino23620 M 2024 Azangaro 16 0.96 45.8
merino23621 F 2024 Azangaro 14.6 3.36 44.2
merino23622 M 2024 Azangaro 14.6 0 45.8
merino23623 F 2024 Azangaro 0 0.06 45.6
merino23624 M 2024 Azangaro 16.5 3.16 43.6
merino23625 F 2024 Azangaro 15.2 1.76 43.4
merino23626 M 2024 Azangaro 16.4 1.16 44.6
merino23627 F 2024 Azangaro 15.3 1.96 45.2
merino23628 M 2024 Azangaro 16.2 0 46
merino23629 F 2024 Azangaro 16.3 0 45.5
merino23630 M 2024 Azangaro 16.4 0 44.6
merino23631 F 2024 Azangaro 14.8 0 44.3
merino23632 M 2024 Azangaro 14.8 0.56 46.9
merino23633 F 2024 Azangaro 14.3 1.86 43.7
merino23634 M 2024 Azangaro 16.5 0 45.2
merino23635 F 2024 Azangaro 16.2 3.46 43.8
merino23636 M 2024 Azangaro 16.6 0 45.4
merino23637 F 2024 Azangaro 17.4 0 46.3
merino23638 M 2024 Azangaro 15.6 0 45.4
merino23639 F 2024 Azangaro 15.8 0 45.8
merino23640 M 2024 Azangaro 16.7 1.06 44.3
merino23641 F 2024 Azangaro 17.1 0 0
merino23642 M 2024 Azangaro 15.2 1.06 44.3
merino23643 F 2024 Azangaro 15.6 2.36 44.7
merino23644 M 2024 Azangaro 16.1 2.56 0
merino23645 F 2024 Azangaro 15.6 1.76 44.7
merino23646 M 2024 Azangaro 15.4 3.46 44.5
merino23647 F 2024 Azangaro 16.3 1.16 45.9
merino23648 M 2024 Azangaro 16.8 3.36 47.3
merino23649 F 2024 Azangaro 16.3 1.46 0
merino23650 M 2024 Azangaro 16.8 1.36 45.1
merino23651 F 2024 Azangaro 14.4 2.86 44.1
merino23652 M 2024 Azangaro 0 0 0
merino23653 F 2024 Azangaro 14.7 0 46.4
merino23654 M 2024 Azangaro 16 0 44.1
merino23655 F 2024 Azangaro 16.5 0.46 44.8
merino23656 M 2024 Azangaro 18 2.06 45.8
merino23657 F 2024 Azangaro 14.8 1.46 46.9
merino23658 M 2024 Azangaro 13.8 0 42.9
merino23659 F 2024 Azangaro 15.5 0 43.4
merino23660 M 2024 Azangaro 15.9 0.96 45
merino23661 F 2024 Azangaro 0 0 46
merino23662 M 2024 Azangaro 15.7 0 46.2
merino23663 F 2024 Azangaro 15.7 3.76 46.7
merino23664 M 2024 Azangaro 15.3 1.66 45.8
merino23665 F 2024 Azangaro 15.2 0 44.6
merino23666 M 2024 Azangaro 15.7 1.66 46.2
merino23667 F 2024 Azangaro 14.2 0 43.6
merino23668 M 2024 Azangaro 16.7 0.66 45.9
merino23669 F 2024 Azangaro 15.8 0 44.9
merino23670 M 2024 Azangaro 15.4 1.96 46.8
merino23671 F 2024 Azangaro 14.5 1.96 48.6
merino23672 M 2024 Azangaro 16.1 0.66 45.6
merino23673 F 2024 Azangaro 15.4 1.96 46.6
merino23674 M 2024 Azangaro 0 0.76 0
merino23675 F 2024 Azangaro 16.3 2.86 46.9
merino23676 M 2024 Azangaro 18.3 0 46
merino23677 F 2024 Azangaro 0 0.26 45
merino23678 M 2024 Azangaro 16.8 0 0
merino23679 F 2024 Azangaro 16.3 2.26 0
merino23680 M 2024 Azangaro 15.8 1.46 43.1
merino23681 F 2024 Azangaro 15.5 2.76 43.6
merino23682 M 2024 Azangaro 14.5 0.76 0
merino23683 F 2024 Azangaro 16.9 1.66 45.7
merino23684 M 2024 Azangaro 16.3 0 45.6
merino23685 F 2024 Azangaro 16.2 0 45
merino23686 M 2024 Azangaro 16.1 0 44.7
merino23687 F 2024 Azangaro 13.6 0.86 46.5
merino23688 M 2024 Azangaro 16.3 0.96 44.7
merino23689 F 2024 Azangaro 17.7 2.36 44.7
merino23690 M 2024 Azangaro 16.1 0 45.8
merino23691 F 2024 Azangaro 16.2 0.96 44
merino23692 M 2024 Azangaro 14.7 3.16 44.5
merino23693 F 2024 Azangaro 14.5 0 44.7
merino23694 M 2024 Azangaro 14.8 0 43.5
merino23695 F 2024 Azangaro 16.7 1.96 46.3
merino23696 M 2024 Azangaro 0 0.36 0
merino23697 F 2024 Azangaro 16.8 0.76 45.7
merino23698 M 2024 Azangaro 14.6 0.36 0
merino23699 F 2024 Azangaro 15.5 3.26 45.2
merino23700 M 2024 Azangaro 16 2.56 45.6
merino23701 F 2024 Azangaro 15.4 2.66 45.1
merino23702 M 2024 Azangaro 16 0 45
merino23703 F 2024 Azangaro 0 0.56 43.4
merino23704 M 2024 Azangaro 16.4 3.26 0
merino23705 F 2024 Azangaro 0 4.26 45.7
merino23706 M 2024 Azangaro 15.4 0 44.3
merino23707 F 2024 Azangaro 14.7 0 44.5
merino23708 M 2024 Azangaro 17.6 0.26 46.1
merino23709 F 2024 Azangaro 17.7 2.16 45.9
merino23710 M 2024 Azangaro 0 2.26 45.7
merino23711 F 2024 Azangaro 15.1 3.26 0
merino23712 M 2024 Azangaro 15.1 0.26 44.4
merino23713 F 2024 Azangaro 15.9 0.96 43.2
merino23714 M 2024 Azangaro 16.5 0.16 44.7
merino23715 F 2024 Azangaro 15.5 1.56 45.5
merino23716 M 2024 Azangaro 14.8 0 43.6
merino23717 F 2024 Azangaro 16 0 44.2
merino23718 M 2024 Azangaro 17.7 1.46 46.5
merino23719 F 2024 Azangaro 15.9 0 44.2
merino23720 M 2024 Azangaro 16.2 2.36 44.9
merino23721 F 2024 Azangaro 16.4 1.66 0
merino23722 M 2024 Azangaro 15.2 0 44
merino23723 F 2024 Azangaro 15.9 0 44.3
merino23724 M 2024 Azangaro 15.3 3.36 0
merino23725 F 2024 Azangaro 15.7 2.36 45.3
merino23726 M 2024 Azangaro 15.8 0 45.1
merino23727 F 2024 Azangaro 14.3 0 45.5
merino23728 M 2024 Azangaro 0 0 0
merino23729 F 2024 Azangaro 14.7 0 0
merino23730 M 2024 Azangaro 15.1 0 44.4
merino23731 F 2024 Azangaro 15.7 0 43.2
merino23732 M 2024 Azangaro 15 0 46.1
merino23733 F 2024 Azangaro 15.6 0 45.7
merino23734 M 2024 Azangaro 0 0.06 45.1
merino23735 F 2024 Azangaro 0 3.36 45.1
merino23736 M 2024 Azangaro 15.3 0 44.8
merino23737 F 2024 Azangaro 15.2 0.86 0
merino23738 M 2024 Azangaro 17.1 5.86 44.6
merino23739 F 2024 Azangaro 0 0 44.6
merino23740 M 2024 Azangaro 15 1.16 43
merino23741 F 2024 Azangaro 15.4 0 43.8
merino23742 M 2024 Azangaro 14.5 0 44.7
merino23743 F 2024 Azangaro 17.7 0.36 44.7
merino23744 M 2024 Azangaro 15.2 0.86 44.3
merino23745 F 2024 Azangaro 15.6 0 43.6
merino23746 M 2024 Azangaro 15.8 1.56 42.2
merino23747 F 2024 Azangaro 15.8 0 46
merino23748 M 2024 Azangaro 17.1 0 45.9
merino23749 F 2024 Azangaro 15.9 1.16 44.8
merino23750 M 2024 Azangaro 16.5 0.26 44.3
merino23751 F 2024 Azangaro 16.3 0.26 47.4
merino23752 M 2024 Azangaro 14.1 1.26 42.9
merino23753 F 2024 Azangaro 16.6 0 43.2
merino23754 M 2024 Azangaro 15.6 0 0
merino23755 F 2024 Azangaro 16.2 0 45.1
merino23756 M 2024 Azangaro 0 0 46.3
merino23757 F 2024 Azangaro 0 1.86 47.2
merino23758 M 2024 Azangaro 0 0 44.8
merino23759 F 2024 Azangaro 16.1 0 45.4
merino23760 M 2024 Azangaro 17.2 3.36 45.3
merino23761 F 2024 Azangaro 16.5 3.46 0
merino23762 M 2024 Azangaro 14.9 2.26 45.4
merino23763 F 2024 Azangaro 14 1.66 43.7
merino23764 M 2024 Azangaro 15.8 0.66 42.8
merino23765 F 2024 Azangaro 16.1 0.76 0
merino23766 M 2024 Azangaro 16.5 0 44.5
merino23767 F 2024 Azangaro 16 0.66 44.8
merino23768 M 2024 Azangaro 15.9 1.96 45.8
merino23769 F 2024 Azangaro 16.8 0.76 0
merino23770 M 2024 Azangaro 16.7 2.86 0
merino23771 F 2024 Azangaro 16.5 0 45.4
merino23772 M 2024 Azangaro 15.7 3.16 44
merino23773 F 2024 Azangaro 15.1 0 44.9
merino23774 M 2024 Azangaro 16.7 0 44.2
merino23775 F 2024 Azangaro 16.2 1.96 0
merino23776 M 2024 Azangaro 16.3 0 46.3
merino23777 F 2024 Azangaro 17.7 4.26 0
merino23778 M 2024 Azangaro 16.1 0 43.9
merino23779 F 2024 Azangaro 15.7 1.86 45.2
merino23780 M 2024 Azangaro 15.1 2.16 45.4
merino23781 F 2024 Azangaro 15.7 2.26 45.5
merino23782 M 2024 Azangaro 14.5 0.06 43.9
merino23783 F 2024 Azangaro 17.3 1.86 44.6
merino23784 M 2024 Azangaro 17.1 0.76 46.7
merino23785 F 2024 Azangaro 14.9 0.36 46.3
merino23786 M 2024 Azangaro 16.1 1.46 0
